tick,car_id,map_id,throttle,distance_delta,velocity,acceleration,lane_radius,relative_angle,slip_angle,angle_velocity,angle_acceleration,can_switch,lane_start,lane_end,bend_direction,piece_index,in_piece_distance,is_crashed
76,Thresh40,germany,0.25,1.9505911060313963,1.9505911060313963,0.011212426407510634,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,91.9210358044613,0
77,Thresh40,germany,0.25,1.9615792839107797,1.9615792839107797,0.010988177879383443,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,93.88261508837208,0
78,Thresh40,germany,0.25,1.9723476982325536,1.9723476982325536,0.01076841432177389,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,95.85496278660463,0
79,Thresh40,germany,0.25,1.9829007442679085,1.9829007442679085,0.010553046035354896,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,97.83786353087254,0
80,Thresh40,germany,0.25,1.993242729382544,1.993242729382544,0.010341985114635577,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,99.83110626025508,0
81,Thresh40,germany,0.25,2.003377874794893,2.003377874794893,0.010135145412348834,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,1.8344841350499763,0
82,Thresh40,germany,0.25,2.0133103172989992,2.0133103172989992,0.009932442504106298,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,3.8477944523489755,0
83,Thresh40,germany,0.25,2.023044110953019,2.023044110953019,0.009733793654019607,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,5.870838563301994,0
84,Thresh40,germany,0.25,2.0325832287339587,2.0325832287339587,0.009539117780939854,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,7.903421792035953,0
85,Thresh40,germany,0.25,2.0419315641592792,2.0419315641592792,0.009348335425320542,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,9.945353356195232,0
86,Thresh40,germany,0.25,2.0510929328760934,2.0510929328760934,0.009161368716814167,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,11.996446289071326,0
87,Thresh40,germany,0.25,2.0600710742185733,2.0600710742185733,0.008978141342479873,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,14.056517363289899,0
88,Thresh40,germany,0.25,2.0688696527342003,2.0688696527342003,0.008798578515627042,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,16.1253870160241,0
89,Thresh40,germany,0.25,2.0774922596795165,2.0774922596795165,0.008622606945316136,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,18.202879275703616,0
90,Thresh40,germany,0.25,2.0859424144859275,2.0859424144859275,0.008450154806411092,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,20.288821690189543,0
91,Thresh40,germany,0.25,2.0942235661962094,2.0942235661962094,0.008281151710281875,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,22.383045256385753,0
92,Thresh40,germany,0.25,2.102339094872285,2.102339094872285,0.008115528676075456,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,24.485384351258038,0
93,Thresh40,germany,0.25,2.1102923129748383,2.1102923129748383,0.00795321810255345,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,26.595676664232876,0
94,Thresh40,germany,0.25,2.11808646671534,2.11808646671534,0.007794153740501741,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,28.713763130948216,0
95,Thresh40,germany,0.25,2.1257247373810344,2.1257247373810344,0.0076382706656943355,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,30.83948786832925,0
96,Thresh40,germany,0.25,2.1332102426334174,2.1332102426334174,0.007485505252383007,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,32.97269811096267,0
97,Thresh40,germany,0.25,2.1405460377807444,2.1405460377807444,0.007335795147326962,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,35.11324414874341,0
98,Thresh40,germany,0.25,2.147735117025128,2.147735117025128,0.007189079244383834,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,37.26097926576854,0
99,Thresh40,germany,0.25,2.1547804146846303,2.1547804146846303,0.0070452976595021255,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,39.41575968045317,0
100,Thresh40,germany,0.25,2.1616848063909373,2.1616848063909373,0.006904391706306967,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,41.57744448684411,0
