tick,car_id,map_id,throttle,distance_delta,velocity,acceleration,lane_radius,relative_angle,slip_angle,angle_velocity,angle_acceleration,can_switch,lane_start,lane_end,bend_direction,piece_index,in_piece_distance,is_crashed
33,Thresh110_,keimola,0.4,1.9463780898872187,1.9463780898872187,0.04191065122679305,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,36.62747359552618,0
34,Thresh110_,keimola,0.4,1.9874505280894752,1.9874505280894752,0.04107243820225648,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,38.61492412361566,0
35,Thresh110_,keimola,0.4,2.0277015175276887,2.0277015175276887,0.04025098943821348,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,40.64262564114335,0
36,Thresh110_,keimola,0.4,2.067147487177131,2.067147487177131,0.03944596964944225,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,42.70977312832048,0
37,Thresh110_,keimola,0.4,2.105804537433592,2.105804537433592,0.038657050256460934,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,44.81557766575407,0
38,Thresh110_,keimola,0.4,2.1436884466849193,2.1436884466849193,0.03788390925132745,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,46.95926611243899,0
39,Thresh110_,keimola,0.4,2.180814677751222,2.180814677751222,0.03712623106630275,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,49.14008079019021,0
40,Thresh110_,keimola,0.4,2.2171983841961946,2.2171983841961946,0.036383706444972574,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,51.357279174386406,0
41,Thresh110_,keimola,0.4,2.252854416512271,2.252854416512271,0.03565603231607639,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,53.61013359089868,0
42,Thresh110_,keimola,0.4,2.287797328182023,2.287797328182023,0.034942911669752164,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,55.8979309190807,0
43,Thresh110_,keimola,0.4,2.3220413816183836,2.3220413816183836,0.03424405343636039,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,58.219972300699084,0
44,Thresh110_,keimola,0.4,2.355600553986015,2.355600553986015,0.03355917236763162,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,60.5755728546851,0
45,Thresh110_,keimola,0.4,2.3884885429062948,2.3884885429062948,0.032887988920279554,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,62.964061397591394,0
46,Thresh110_,keimola,0.4,2.4207187720481755,2.4207187720481755,0.032230229141880784,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,65.38478016963957,0
47,Thresh110_,keimola,0.4,2.452304396607204,2.452304396607204,0.03158562455902825,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,67.83708456624677,0
48,Thresh110_,keimola,0.4,2.4832583086750617,2.4832583086750617,0.030953912067857914,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,70.32034287492183,0
49,Thresh110_,keimola,0.4,2.5135931425015627,2.5135931425015627,0.03033483382650104,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,72.8339360174234,0
50,Thresh110_,keimola,0.4,2.5433212796515363,2.5433212796515363,0.029728137149973577,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,75.37725729707493,0
51,Thresh110_,keimola,0.4,2.572454854058506,2.572454854058506,0.029133574406969842,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,77.94971215113344,0
52,Thresh110_,keimola,0.4,2.6010057569773295,2.6010057569773295,0.02855090291882334,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,80.55071790811077,0
53,Thresh110_,keimola,0.4,2.6289856418377866,2.6289856418377866,0.027979884860457105,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,83.17970354994856,0
54,Thresh110_,keimola,0.4,2.656405929001025,2.656405929001025,0.0274202871632383,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,85.83610947894958,0
55,Thresh110_,keimola,0.4,2.6832778104210036,2.6832778104210036,0.02687188141997865,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,88.51938728937058,0
56,Thresh110_,keimola,0.4,2.709612254212587,2.709612254212587,0.02633444379158334,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,91.22899954358317,0
57,Thresh110_,keimola,0.4,2.735420009128333,2.735420009128333,0.025807754915746273,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,93.9644195527115,0
58,Thresh110_,keimola,0.4,2.760711608945769,2.760711608945769,0.025291599817435895,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,96.72513116165727,0
59,Thresh110_,keimola,0.4,2.7854973767668554,2.7854973767668554,0.024785767821086324,inf,0.0,0.0,0.0,0.0,0,0,0,0,0,99.51062853842413,0
60,Thresh110_,keimola,0.4,2.8097874292315197,2.8097874292315197,0.024290052464664313,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,2.3204159676556486,0
61,Thresh110_,keimola,0.4,2.8335916806468866,2.8335916806468866,0.023804251415366906,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,5.154007648302535,0
62,Thresh110_,keimola,0.4,2.85691984703395,2.85691984703395,0.023328166387063476,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,8.010927495336485,0
63,Thresh110_,keimola,0.4,2.8797814500932706,2.8797814500932706,0.0228616030593205,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,10.890708945429756,0
64,Thresh110_,keimola,0.4,2.9021858210914058,2.9021858210914058,0.022404370998135192,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,13.792894766521162,0
65,Thresh110_,keimola,0.4,2.9241421046695777,2.9241421046695777,0.02195628357817192,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,16.71703687119074,0
66,Thresh110_,keimola,0.4,2.9456592625761857,2.9456592625761857,0.02151715790660802,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,19.662696133766925,0
67,Thresh110_,keimola,0.4,2.966746077324661,2.966746077324661,0.02108681474847529,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,22.629442211091586,0
68,Thresh110_,keimola,0.4,2.987411155778169,2.987411155778169,0.020665078453507846,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,25.616853366869755,0
69,Thresh110_,keimola,0.4,3.0076629326626048,3.0076629326626048,0.020251776884435913,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,28.62451629953236,0
70,Thresh110_,keimola,0.4,3.0275096740093517,3.0275096740093517,0.01984674134674691,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,31.65202597354171,0
71,Thresh110_,keimola,0.4,3.0469594805291678,3.0469594805291678,0.019449806519816093,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,34.69898545407088,0
72,Thresh110_,keimola,0.4,3.06602029091858,3.06602029091858,0.019060810389412097,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,37.76500574498946,0
73,Thresh110_,keimola,0.4,3.084699885100214,3.084699885100214,0.01867959418163423,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,40.84970563008967,0
74,Thresh110_,keimola,0.4,3.1030058873982043,3.1030058873982043,0.018306002297990176,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,43.95271151748788,0
75,Thresh110_,keimola,0.4,3.120945769650241,3.120945769650241,0.01793988225203691,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,47.07365728713812,0
76,Thresh110_,keimola,0.4,3.138526854257236,3.138526854257236,0.017581084606995034,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,50.212184141395355,0
77,Thresh110_,keimola,0.4,3.1557563171720915,3.1557563171720915,0.017229462914855276,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,53.367940458567446,0
78,Thresh110_,keimola,0.4,3.1726411908286494,3.1726411908286494,0.016884873656557886,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,56.540581649396096,0
79,Thresh110_,keimola,0.4,3.189188367012079,3.189188367012079,0.016547176183429713,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,59.729770016408175,0
80,Thresh110_,keimola,0.4,3.205404599671837,3.205404599671837,0.016216232659758134,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,62.93517461608001,0
81,Thresh110_,keimola,0.4,3.221296507678396,3.221296507678396,0.015891908006558708,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,66.15647112375841,0
82,Thresh110_,keimola,0.4,3.236870577524826,3.236870577524826,0.01557406984642995,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,69.39334170128323,0
83,Thresh110_,keimola,0.4,3.2521331659743424,3.2521331659743424,0.015262588449516556,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,72.64547486725758,0
84,Thresh110_,keimola,0.4,3.2670905026548525,3.2670905026548525,0.014957336680510025,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,75.91256536991243,0
85,Thresh110_,keimola,0.4,3.2817486926017523,3.2817486926017523,0.014658189946899824,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,79.19431406251418,0
86,Thresh110_,keimola,0.4,3.296113718749723,3.296113718749723,0.014365026147970639,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,82.4904277812639,0
87,Thresh110_,keimola,0.4,3.3101914443747233,3.3101914443747233,0.014077725625000426,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,85.80061922563863,0
88,Thresh110_,keimola,0.4,3.3239876154872263,3.3239876154872263,0.013796171112502975,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,89.12460684112585,0
89,Thresh110_,keimola,0.4,3.3375078631774784,3.3375078631774784,0.013520247690252063,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,92.46211470430333,0
